"yy","gr_id","ez_id","flag_id","in_arch","sum_alb_c","sum_bet_c","sum_skj_c","sum_yft_c"
2000,"G","I6","JP",FALSE,67,1,2,9
2000,"G","VN","VN",FALSE,0,315,8164,522
2000,"H","ID","ID",FALSE,0,65.6,0,2057
2000,"H","ID","ID",TRUE,0,262.4,0,8228
2000,"H","PH","PH",FALSE,0,38.658,0,716.6132
2000,"H","PH","PH",TRUE,0,471.342,0,8737.3868
2000,"K","PH","PH",TRUE,0,3951,28887,41991
2000,"L","AS","US",FALSE,626,21,12,86
2000,"L","AU","AU",FALSE,373.963635,751.578817,15,1784.056103
2000,"L","CN","JP",FALSE,1.120031,0.148029,0,0.602002
2000,"L","FJ","FJ",FALSE,4222.275942,522.651921,2.592744,1837.191011
2000,"L","FJ","FJ",TRUE,663.21608,82.095809,0.407256,288.577686
2000,"L","FJ","TW",FALSE,280.451606,14.663288,1.469702,99.083106
2000,"L","FJ","TW",TRUE,176.033394,4.372712,0.364298,31.676894
2000,"L","FJ","VU",FALSE,8.961878,0.021168,0,0.341603
2000,"L","FM","BZ",FALSE,0,8.838,0,32.095
2000,"L","FM","CN",FALSE,0.86,561.544,0,481.871
2000,"L","FM","FM",FALSE,3.450972,861.439397,0,475.897693
2000,"L","FM","JP",FALSE,132.150954,3713.35503,0,2176.164021
2000,"L","FM","PW",FALSE,2,36.127025,0,8.941764
2000,"L","FM","TW",FALSE,1.504,698.31,0,662.484
2000,"L","GL","JP",FALSE,19.031954,632.17395,0,1751.914018
2000,"L","GL","KR",FALSE,4.881,190.662,0,278.483
2000,"L","GL","TW",FALSE,0.815,2.49,0,16.225
2000,"L","H4","KR",FALSE,10.266,171.889,0,212.871
2000,"L","H5","CN",FALSE,0.152,1.865,0,1.394
2000,"L","H5","JP",FALSE,76.628971,209.836433,0,455.524225
2000,"L","H5","KR",FALSE,23.055,279.054,0,199.121
2000,"L","H5","TW",FALSE,35.812,36.822,0,22.902
2000,"L","HW","US",FALSE,164.061195,862.865684,28.325252,187.08932
2000,"L","I1","BZ",FALSE,0,1.86,0,0.625
2000,"L","I1","CN",FALSE,0.115,9.45,0,4.268
2000,"L","I1","FM",FALSE,1.549028,17.495165,0,12.749725
2000,"L","I1","JP",FALSE,25.162935,2787.257859,0,1941.164696
2000,"L","I1","PW",FALSE,0,14.155513,0,9.803594
2000,"L","I1","TW",FALSE,0,4093.286451,2830.5417,8896.454
2000,"L","I2","CN",FALSE,0,19.211,0,17.863
2000,"L","I2","FJ",FALSE,4.994588,1.401679,0,1.019672
2000,"L","I2","FM",FALSE,0,3.834001,0,3.389082
2000,"L","I2","JP",FALSE,345.405181,959.056716,0,2434.474702
2000,"L","I2","KR",FALSE,4.078,82.408,0,71.45
2000,"L","I2","SB",FALSE,3.151163,11.806344,0,25.807782
2000,"L","I2","TW",FALSE,359.014,99.022,0,160.077
2000,"L","I3","JP",FALSE,5368.1868,1116.603399,0,2229.395984
2000,"L","I3","TW",FALSE,0.09,1754.265622,1213.0893,3812.766
2000,"L","I4","BZ",FALSE,46.5765,0.1725,0,2.0715
2000,"L","I4","CN",FALSE,0,273.261,0,711.4305
2000,"L","I4","JP",FALSE,196.688394,5163.972796,0,6016.949763
2000,"L","I4","KR",FALSE,246.693496,8099.0335,2.5,4248.466
2000,"L","I4","TW",FALSE,0,511.734006,132.2675,597.293008
2000,"L","I4","US",FALSE,0.406267,9.409871,0.171646,2.66626
2000,"L","I5","BZ",FALSE,46.5765,0.1725,0,2.0715
2000,"L","I5","CN",FALSE,0,273.261,0,711.4305
2000,"L","I5","JP",FALSE,20.28821,3460.840577,0,1860.602549
2000,"L","I5","KR",FALSE,246.693496,8099.0335,2.5,4248.466
2000,"L","I5","PF",FALSE,38.253845,4.981302,0.332447,12.743592
2000,"L","I5","TW",FALSE,0,511.734006,132.2675,597.293008
2000,"L","I5","US",FALSE,453.665745,1182.682385,35.304341,354.985362
2000,"L","I6","CN",FALSE,16.556,0,0,0
2000,"L","I6","JP",FALSE,21569.789412,8644.450619,0,3936.689862
2000,"L","I6","TW",FALSE,4869.4348,0,0,0
2000,"L","I6","US",FALSE,73.507758,369.546405,3.788802,72.957988
2000,"L","I7","AU",FALSE,5.378406,9.170575,0,11.530439
2000,"L","I7","CN",FALSE,2028.648021,0,0,0
2000,"L","I7","FJ",FALSE,28.808447,2.151993,0,5.052165
2000,"L","I7","JP",FALSE,1461.129144,640.870868,0,162.23253
2000,"L","I7","KR",FALSE,0,0.308,0,0.241
2000,"L","I7","NC",FALSE,0.676638,0.972182,0,0.182693
2000,"L","I7","NZ",FALSE,9.614089,11.110594,0.006426,3.513619
2000,"L","I7","TO",FALSE,2.864693,0.482708,0,0.264553
2000,"L","I7","TW",FALSE,7354.0522,0.05,0,0.56
2000,"L","I7","VU",FALSE,207.845161,3.352972,0,17.411376
2000,"L","I8","FJ",FALSE,307.630568,17.79475,0,85.113246
2000,"L","I8","TW",FALSE,256.474,0.893,0,3.479
2000,"L","I9","TW",FALSE,26.655,0.95,0,2.469
2000,"L","ID","ID",FALSE,0,918,0,4083.8
2000,"L","ID","ID",TRUE,0,3672,0,16335.2
2000,"L","ID","TW",FALSE,0.06,2.04,0,15.22
2000,"L","JP","JP",FALSE,806.993968,2484.017975,0,1309.352984
2000,"L","JT","US",FALSE,248.942406,105.207467,10.439876,86.469053
2000,"L","KI","KI",FALSE,0,1,0,2
2000,"L","LN","CN",FALSE,0.745,11.873,0,10.127
2000,"L","LN","JP",FALSE,0.34406,72.816896,0,35.320016
2000,"L","LN","KR",FALSE,168.879,5357.408,0,2518.768
2000,"L","LN","TW",FALSE,0.536,32.823,0,10.694
2000,"L","LN","US",FALSE,0,5.872236,0.599415,10.696636
2000,"L","MA","FJ",FALSE,1.813496,0.049471,0,0
2000,"L","MA","NC",FALSE,1.974513,4.175225,0,0.70893
2000,"L","MH","FM",FALSE,0,12.231446,0,2.963496
2000,"L","MH","JP",FALSE,53.502019,822.547079,0,1144.878019
2000,"L","MH","TW",FALSE,0,5.987,0,10.215
2000,"L","NC","NC",FALSE,892.348849,511.852593,0,249.108378
2000,"L","NF","AU",FALSE,1.65796,4.250608,0,3.413459
2000,"L","NR","NR",FALSE,2,1,0,8
2000,"L","NZ","NZ",FALSE,1334.385911,409.889406,0.993574,94.486382
2000,"L","PF","KR",FALSE,26.347,908.888,0,350.645
2000,"L","PF","PF",FALSE,3434.746155,706.018698,71.667553,1189.256408
2000,"L","PG","PG",FALSE,104.955519,123.519074,0.660815,556.861339
2000,"L","PG","PG",TRUE,53.871852,63.400203,0.339185,285.827288
2000,"L","PH","PH",FALSE,0,11.8,0,96.8
2000,"L","PH","PH",TRUE,0,47.2,0,387.2
2000,"L","PW","CN",FALSE,8.574,828.205,0,266.619
2000,"L","PW","JP",FALSE,0,0.189974,0,0.060926
2000,"L","PW","PW",FALSE,0,24.717463,0,44.254642
2000,"L","PW","TW",FALSE,0.422,395.774,0,430.762
2000,"L","PX","CN",FALSE,0.35,2.33,0,1.997
2000,"L","PX","JP",FALSE,22.298043,147.037984,0,243.118986
2000,"L","PX","KR",FALSE,50.719,541.246,0,650.432
2000,"L","PX","TW",FALSE,0.153,1.92,0,1.085
2000,"L","PY","US",FALSE,0.416637,170.415978,14.370669,480.135369
2000,"L","SB","FJ",FALSE,9.635587,2.443872,0,5.735143
2000,"L","SB","JP",FALSE,84.888946,22.787915,0,121.053975
2000,"L","SB","PG",FALSE,0.172629,0.080722,0,1.311373
2000,"L","SB","SB",FALSE,220.848837,352.193656,0,531.192218
2000,"L","SB","TW",FALSE,87.152,97.493,0,142.692
2000,"L","SB","VU",FALSE,2.724318,0.016934,0,0
2000,"L","TO","TO",FALSE,859.135307,119.517292,4,174.735447
2000,"L","TV","JP",FALSE,40.947044,92.814966,0,254.414937
2000,"L","TV","KR",FALSE,55.388,137.07,0,212.057
2000,"L","TV","TW",FALSE,146.645,84.992,0,201.55
2000,"L","VN","VN",FALSE,10,2479,0,6776
2000,"L","VU","BZ",FALSE,98.761875,2.895861,0,24.617264
2000,"L","VU","BZ",TRUE,2.085125,0.061139,0,0.519736
2000,"L","VU","FJ",FALSE,826.625354,58.410512,0,242.311102
2000,"L","VU","TW",FALSE,1895.534553,41.183042,0,300.477405
2000,"L","VU","TW",TRUE,10.161447,0.194958,0,1.542595
2000,"L","VU","VU",FALSE,281.468644,8.608926,0,39.247022
2000,"L","WS","WS",FALSE,4067,177,25,1120
2000,"N","I6","JP",FALSE,1,0,817,2
2000,"O","AU","AU",FALSE,50,0,0,1
2000,"O","GL","KI",FALSE,0,0,5850,3900
2000,"O","ID","ID",FALSE,0,860.4,11923.8,7703.4
2000,"O","ID","ID",TRUE,0,3441.6,47695.2,30813.6
2000,"O","JP","JP",FALSE,222,13,1263,153
2000,"O","PF","PF",FALSE,89,1,377,350
2000,"O","PH","PH",TRUE,0,125,575,1333
2000,"P","AU","AU",FALSE,0,0,27,3
2000,"P","FJ","FJ",TRUE,0,0,343,2
2000,"P","FM","JP",FALSE,0,0,3849.700485,4.3
2000,"P","HW","US",FALSE,0,0,320,1
2000,"P","I2","JP",FALSE,0,0,117.775498,0.200994
2000,"P","I3","JP",FALSE,10.880921,25.635779,10828.844354,43.115124
2000,"P","I4","JP",FALSE,0,0,980.650149,3.31654
2000,"P","I6","JP",FALSE,21235.852142,1765.364214,113661.871468,3400.165319
2000,"P","I7","JP",FALSE,21.267149,0,712.958618,0.402023
2000,"P","ID","ID",FALSE,0,984.2,22549.6,4569.6
2000,"P","ID","ID",TRUE,0,3936.8,90198.4,18278.4
2000,"P","JP","JP",FALSE,304,125,8926,377
2000,"P","MH","JP",FALSE,0,1.000008,8615.199332,23.5
2000,"P","NR","JP",FALSE,0,0,93.000096,0
2000,"P","NZ","NZ",FALSE,72,0,11,0
2000,"P","PF","PF",FALSE,8,0,440,110
2000,"P","PW","PW",FALSE,0,0,100,0
2000,"P","SB","SB",FALSE,0,0,802.619125,42.997453
2000,"P","SB","SB",TRUE,0,0,1829.380875,98.002547
2000,"R","PH","PH",FALSE,0,91.4,2003.8,629.6
2000,"R","PH","PH",TRUE,0,365.6,8015.2,2518.4
2000,"S","AS","US",FALSE,0,11.461,84.124,22.908
2000,"S","AU","AU",FALSE,0,0,3953,2
2000,"S","CK","US",FALSE,0,50.101,193.511,74.251
2000,"S","CN","JP",FALSE,0,0,6.899641,0
2000,"S","FJ","US",FALSE,0,9.018,175.09,192.24
2000,"S","FM","FM",FALSE,0,112.032,1254.632,364.902
2000,"S","FM","JP",FALSE,0,792.000023,35015.999363,5824.000011
2000,"S","FM","KI",FALSE,0,34.801,620.619,113.791
2000,"S","FM","KR",FALSE,0,616.51,25191.769,6350.167
2000,"S","FM","PG",FALSE,0,95.496,3235.991,835.382
2000,"S","FM","SB",FALSE,0,0.079,3.551,1.123
2000,"S","FM","TW",FALSE,0,1640.639,40228.226,8345.051
2000,"S","FM","US",FALSE,0,1.627,8.417,3.12
2000,"S","FM","VU",FALSE,0,76.328,888.699,501.178
2000,"S","GL","FM",FALSE,0,158.789,653.336,323.646
2000,"S","GL","JP",FALSE,0,26.000093,22455.500369,5058.00009
2000,"S","GL","KI",FALSE,0,0,0,0
2000,"S","GL","KR",FALSE,0,375.283,14522.801,3396.832
2000,"S","GL","KR",TRUE,0,0,0,0
2000,"S","GL","MH",FALSE,0,276.711,2631.602,696.009
2000,"S","GL","NZ",FALSE,0,137.674,777.711,336.824
2000,"S","GL","PG",FALSE,0,212.934,2261.979,591.977
2000,"S","GL","SB",FALSE,0,72.168,1054.918,458.194
2000,"S","GL","TW",FALSE,0,939.869,10582.163,3308.021
2000,"S","GL","TW",TRUE,0,0,0,0
2000,"S","GL","US",FALSE,0,1323.418,10022.636,3477.677
2000,"S","GL","VU",FALSE,0,1108.864,11488.598,2315.242
2000,"S","GU","VU",FALSE,0,0,0,0
2000,"S","H4","FM",FALSE,0,7.492,38.675,13.432
2000,"S","H4","JP",FALSE,0,32.39273,44.333926,39.334705
2000,"S","H4","MH",FALSE,0,0,0,0
2000,"S","H4","NZ",FALSE,0,113.809,640.737,449.924
2000,"S","H4","SB",FALSE,0,0,0,0
2000,"S","H4","US",FALSE,0,666.242,4974.035,1776.268
2000,"S","H4","VU",FALSE,0,26.612,314.567,74.684
2000,"S","H5","ES",FALSE,0,582.084018,1246.33545,512.420107
2000,"S","H5","FM",FALSE,0,0,0,0
2000,"S","H5","US",FALSE,0,1478.592,4542.061,1935.397
2000,"S","HB","SB",FALSE,0,0,0,0
2000,"S","HB","US",FALSE,0,326.703,676.242,690.783
2000,"S","I1","FM",FALSE,0,24.827,1138.416,143.054
2000,"S","I1","JP",FALSE,0,1059.837056,6721.107006,4582.549675
2000,"S","I1","KI",FALSE,0,3.087,35.611,30.281
2000,"S","I1","KR",FALSE,0,158.465,8696.801,1105.473
2000,"S","I1","PG",FALSE,0,32.742,1435.171,283.56
2000,"S","I1","PH",FALSE,0,0,0,0
2000,"S","I1","SB",FALSE,0,0,0,0
2000,"S","I1","TW",FALSE,0,272.53,7536.703,1160.886
2000,"S","I1","US",FALSE,0,13.033,1056.744,111.775
2000,"S","I1","VU",FALSE,0,51.38,1787.736,440.087
2000,"S","I2","FM",FALSE,0,202.488,1724.769,1185.213
2000,"S","I2","JP",FALSE,2408,13837.709856,21680.643562,23643.726898
2000,"S","I2","KI",FALSE,0,39.728,269.798,436.505
2000,"S","I2","KR",FALSE,0,236.743,7106.15,3450.051
2000,"S","I2","MH",FALSE,0,83.426,841.487,597.653
2000,"S","I2","NZ",FALSE,0,21.348,166.154,62.467
2000,"S","I2","PG",FALSE,0,241.08,4355.281,1852.21
2000,"S","I2","PH",FALSE,0,0,0,0
2000,"S","I2","SB",FALSE,0,75.88,676.588,450.714
2000,"S","I2","TW",FALSE,0,1411.382,19761.274,11533.801
2000,"S","I2","US",FALSE,0,477.434,3463.281,1286.745
2000,"S","I2","VU",FALSE,0,742.087,7960.048,3891.403
2000,"S","I3","JP",FALSE,0,282.282163,935.062968,454.400284
2000,"S","I3","KI",FALSE,0,0,0,0
2000,"S","I3","KR",FALSE,0,0,0,0
2000,"S","I3","TW",FALSE,0,0,0,0
2000,"S","I3","VU",FALSE,0,0,0,0
2000,"S","I4","ES",FALSE,0,33.376395,62.735008,29.381903
2000,"S","I4","JP",FALSE,0,1873.178103,3488.960594,2089.79108
2000,"S","I4","KR",FALSE,0,0,0,0
2000,"S","I4","MH",FALSE,0,10.805,57.186,20.199
2000,"S","I4","PG",FALSE,0,1.933,23.369,4.547
2000,"S","I4","SB",FALSE,0,12.387,80.497,65.681
2000,"S","I4","TW",FALSE,0,27.747,396.023,50.819
2000,"S","I4","US",FALSE,0,47.749,62.899,35.077
2000,"S","I4","VU",FALSE,0,233.295,2399.008,424.7
2000,"S","I5","EC",FALSE,0,972,2249,771
2000,"S","I5","EP",FALSE,0,724,1413,788
2000,"S","I5","ES",FALSE,0,2746.20832,3176.064164,2417.541655
2000,"S","I5","US",FALSE,0,198.99,65.967,111.555
2000,"S","I6","JP",FALSE,0,1070.599993,34991.490493,4803.196866
2000,"S","I7","US",FALSE,0,0,0,0
2000,"S","I8","US",FALSE,0,0,19.117,128.25
2000,"S","ID","FM",FALSE,0,0,0,0
2000,"S","ID","ID",FALSE,0,381.6,9492.2,2851.4
2000,"S","ID","ID",TRUE,0,1526.4,37968.8,11405.6
2000,"S","ID","KI",FALSE,0,0.099,31.141,0.415
2000,"S","ID","KR",FALSE,0,0,0,0
2000,"S","ID","PG",FALSE,0,0.142,12.853,1.93
2000,"S","ID","PH",FALSE,0,0,0,0
2000,"S","ID","TW",FALSE,0,2.01,202.232,19.121
2000,"S","ID","US",FALSE,0,1.232,184.394,11.928
2000,"S","JP","JP",FALSE,0,0,49,6
2000,"S","JP","KI",FALSE,0,0,0,0
2000,"S","JV","US",FALSE,0,188.046,448.532,268.129
2000,"S","KR","KR",FALSE,0,0,0,0
2000,"S","LN","ES",FALSE,0,476.614653,1011.288259,419.573332
2000,"S","LN","US",FALSE,0,297.392,841.749,341.607
2000,"S","MA","US",FALSE,0,0,0,0
2000,"S","MH","FM",FALSE,0,0,0,0
2000,"S","MH","JP",FALSE,0,5.999948,13443.999426,1230.000168
2000,"S","MH","KR",FALSE,0,89.215,2123.245,395.184
2000,"S","MH","MH",FALSE,0,25.171,236.403,47.24
2000,"S","MH","PG",FALSE,0,4.245,119.804,21.466
2000,"S","MH","TW",FALSE,0,153.042,2413.153,335.234
2000,"S","MH","US",FALSE,0,24.345,124.817,44.827
2000,"S","MH","VU",FALSE,0,194.165,2098.19,364.86
2000,"S","MP","KI",FALSE,0,0,0,0
2000,"S","NR","FM",FALSE,0,104.803,1225.741,1042.669
2000,"S","NR","JP",FALSE,0,1.999919,4790.000182,1993.000069
2000,"S","NR","KI",FALSE,0,33.574,470.688,366.512
2000,"S","NR","KR",FALSE,0,409.938,10354.543,5106.74
2000,"S","NR","MH",FALSE,0,184.697,1393.469,457.941
2000,"S","NR","PG",FALSE,0,421.055,5296.619,2015.193
2000,"S","NR","SB",FALSE,0,59.868,586.793,475.58
2000,"S","NR","TW",FALSE,0,1428.792,20957.241,8385.019
2000,"S","NR","US",FALSE,0,140.219,668.262,320.761
2000,"S","NR","VU",FALSE,0,6.862,63.946,20.472
2000,"S","NZ","NZ",FALSE,0,0,8917.545,0
2000,"S","NZ","US",FALSE,0,0,2672.333,90.282
2000,"S","PG","FM",FALSE,0,490.642558,5945.986585,2553.511163
2000,"S","PG","FM",TRUE,0,2.123442,36.532415,23.570837
2000,"S","PG","KI",FALSE,0,75.086,1763.551,465.405
2000,"S","PG","KI",TRUE,0,0,0,0
2000,"S","PG","KR",FALSE,0,2144.894673,57513.649845,19095.019422
2000,"S","PG","KR",TRUE,0,1.738327,77.242155,44.285578
2000,"S","PG","PG",FALSE,0,510.17694,9102.212552,3919.608534
2000,"S","PG","PG",TRUE,0,1260.10306,17164.505448,12258.439466
2000,"S","PG","PH",FALSE,0,2437.965826,19143.730303,11552.62012
2000,"S","PG","PH",TRUE,0,111.167174,1257.132697,954.20688
2000,"S","PG","SB",FALSE,0,7.265,49.64,48.341
2000,"S","PG","TW",FALSE,0,2604.995894,67438.333832,23192.899423
2000,"S","PG","TW",TRUE,0,2.856106,107.946168,54.169577
2000,"S","PG","US",FALSE,0,632.920498,5468.146714,2229.092386
2000,"S","PG","US",TRUE,0,99.976502,2525.640286,1583.517614
2000,"S","PG","VU",FALSE,0,2.392,21.764,47.831
2000,"S","PH","PG",FALSE,0,0,0,0
2000,"S","PH","PH",FALSE,0,953.2,12192,6456.8
2000,"S","PH","PH",TRUE,0,3812.8,48768,25827.2
2000,"S","PH","TW",FALSE,0,0,0,0
2000,"S","PH","US",FALSE,0,0,0,0
2000,"S","PW","FM",FALSE,0,0.627,108.848,1.057
2000,"S","PW","KI",FALSE,0,0,0,0
2000,"S","PW","PG",FALSE,0,0,0,0
2000,"S","PW","TW",FALSE,0,0,0,0
2000,"S","PW","US",FALSE,0,0,0,0
2000,"S","PX","ES",FALSE,0,38.716614,109.577118,34.083003
2000,"S","PX","FM",FALSE,0,71.336,225.276,106.645
2000,"S","PX","JP",FALSE,0,0,0,0
2000,"S","PX","NZ",FALSE,0,121.54,594.165,371.295
2000,"S","PX","PG",FALSE,0,0,0,0
2000,"S","PX","SB",FALSE,0,0,0,0
2000,"S","PX","US",FALSE,0,3209.837,13834.844,6582.774
2000,"S","PY","US",FALSE,0,6.533,45.083,12.503
2000,"S","SB","FM",FALSE,0,7.665,46.07,20.808
2000,"S","SB","KI",FALSE,0,18.626,98.789,64.894
2000,"S","SB","PG",FALSE,0,0,0,0
2000,"S","SB","PG",TRUE,0,0,0,0
2000,"S","SB","SB",FALSE,0,71.443073,1030.534799,777.960424
2000,"S","SB","SB",TRUE,0,32.533927,1012.225201,1454.406576
2000,"S","SB","TW",FALSE,0,16.977596,207.220193,105.554885
2000,"S","SB","TW",TRUE,0,2.209404,72.032807,23.653115
2000,"S","SB","US",FALSE,0,33.694,369.005,126.585
2000,"S","TK","US",FALSE,0,726.384,3606.194,1318.934
2000,"S","TV","FM",FALSE,0,113.686,529.938,252.305
2000,"S","TV","JP",FALSE,0,15.999926,1345.99957,274.000153
2000,"S","TV","KR",FALSE,0,13.608,682.849,538.821
2000,"S","TV","NZ",FALSE,0,95.094,556.338,272.377
2000,"S","TV","SB",FALSE,0,30.312,252.845,169.471
2000,"S","TV","TW",FALSE,0,4.028,45.226,9.014
2000,"S","TV","US",FALSE,0,2137.509,26199.344,7634.211
2000,"S","TV","VU",FALSE,0,0,0,0
2000,"S","VN","VN",FALSE,0,307,11525,3534
2000,"S","VU","US",FALSE,0,0,21.586,144.817
2000,"S","WF","US",FALSE,0,0,0,0
2000,"S","WS","US",FALSE,0,18.79,139.312,41.979
2000,"T","AS","US",FALSE,0,0,7,2
2000,"T","AU","AU",FALSE,0,0,1,0
2000,"T","FJ","FJ",TRUE,0,0,54,41
2000,"T","GU","US",FALSE,0,0,121,35
2000,"T","HW","US",FALSE,0,207,88,1006
2000,"T","I7","CA",FALSE,351,0,0,0
2000,"T","I7","CK",FALSE,335,0,0,0
2000,"T","I7","US",FALSE,2433,0,0,0
2000,"T","JP","JP",FALSE,645,190,14528,2258
2000,"T","MP","US",FALSE,0,0,206,1
2000,"T","NZ","NZ",FALSE,3336,0,0,0
2001,"G","I6","JP",FALSE,116,3,794,20
2001,"G","VN","VN",FALSE,0,332,8593,549
2001,"H","ID","ID",FALSE,0,60.2,0,1892.8
2001,"H","ID","ID",TRUE,0,240.8,0,7571.2
2001,"H","PH","PH",FALSE,0,9.4579,0,241.5694
2001,"H","PH","PH",TRUE,0,339.5421,0,8672.4306
2001,"K","PH","PH",TRUE,0,3659,27005,38904
2001,"L","AS","US",FALSE,3217.464918,74.832428,63.58567,187.14613
2001,"L","AU","AU",FALSE,580.991084,1292.694284,6,2794.792542
2001,"L","CK","CK",FALSE,2,1,0,1
2001,"L","CK","US",FALSE,7.253236,0.167573,0.281224,0.80495
2001,"L","CN","JP",FALSE,5.154011,0.73402,0,2.692989
2001,"L","FJ","FJ",FALSE,6584.672418,553.128081,21.673056,1725.658654
2001,"L","FJ","FJ",TRUE,706.968259,59.387008,2.326944,185.276627
2001,"L","FJ","KR",FALSE,0.015,0.205,0,0.09
2001,"L","FJ","TW",FALSE,541.526755,45.081458,1.136,121.227787
2001,"L","FJ","TW",TRUE,3.382245,0.529542,0,0.931213
2001,"L","FJ","VU",FALSE,176.53786,19.282445,0,44.406384
2001,"L","FM","BZ",FALSE,0,25.66,0,8.26
2001,"L","FM","CN",FALSE,3.317,940.345,0,499.771
2001,"L","FM","FM",FALSE,3,620.709146,0,315.382169
2001,"L","FM","JP",FALSE,17.147067,1352.819921,0,776.140949
2001,"L","FM","TW",FALSE,21.84,627.737,0,493.793
2001,"L","GL","JP",FALSE,49.316968,2096.433965,0,1103.68705
2001,"L","GL","KR",FALSE,21.232698,1049.25988,0.049976,629.772423
2001,"L","GL","KR",TRUE,0.010302,0.50912,2.4e-05,0.305577
2001,"L","GL","TW",FALSE,0,6.367,0,5.128
2001,"L","H4","KR",FALSE,21.354,146.975,0,78.619
2001,"L","H4","TW",FALSE,0,0,0,0.05
2001,"L","H5","CN",FALSE,24.551,0,0,0
2001,"L","H5","JP",FALSE,0.999503,1.599136,0,4.29877
2001,"L","H5","KR",FALSE,65.04,201.472,0,158.272
2001,"L","H5","TW",FALSE,0,1.44,0,2.27
2001,"L","H5","US",FALSE,8.176968,0,0.133106,0
2001,"L","HW","US",FALSE,260.502365,1085.748398,67.48808,186.309152
2001,"L","I1","BZ",FALSE,0,1.905,0,2.3
2001,"L","I1","CN",FALSE,0,2.485,0,2.91
2001,"L","I1","FM",FALSE,0,3.994614,0,7.215029
2001,"L","I1","JP",FALSE,46.288436,2639.062409,0,3311.859397
2001,"L","I1","PG",FALSE,0,1.569293,0,0.329802
2001,"L","I1","TW",FALSE,0.12,5715.401365,2690.0048,12931.690239
2001,"L","I2","BZ",FALSE,0,3.4,0,8.19
2001,"L","I2","CN",FALSE,0,25.884,0,10.497
2001,"L","I2","FJ",FALSE,4.577426,2.458893,0,2.835288
2001,"L","I2","FM",FALSE,0,26.07865,0,15.402802
2001,"L","I2","JP",FALSE,164.143481,928.855004,0.507641,1018.752834
2001,"L","I2","KR",FALSE,31.522,124.458,0,88.75
2001,"L","I2","SB",FALSE,0.025317,0.200184,0,0
2001,"L","I2","TW",FALSE,280.922008,182.675,0,157.921
2001,"L","I2","VU",FALSE,18.671528,6.385781,0,14.16771
2001,"L","I3","FM",FALSE,0,0.21759,0,0
2001,"L","I3","JP",FALSE,5068.393801,1393.573809,0,1873.673938
2001,"L","I3","TW",FALSE,0,2449.457728,1152.8592,5542.15296
2001,"L","I4","BZ",FALSE,2190.584,642.1385,0,450.974505
2001,"L","I4","CN",FALSE,0,397.432989,0,569.89249
2001,"L","I4","JP",FALSE,595.342129,4114.522295,0.448765,2560.681349
2001,"L","I4","KR",FALSE,946.282987,8076.646,1.9155,4843.263431
2001,"L","I4","TW",FALSE,0,1544.136516,138,1160.951988
2001,"L","I5","BZ",FALSE,2190.584,642.1385,0,450.974505
2001,"L","I5","CN",FALSE,0,397.432989,0,569.89249
2001,"L","I5","JP",FALSE,75.016938,2871.070243,5.888899,907.337951
2001,"L","I5","KR",FALSE,946.282987,8076.646,1.9155,4843.263431
2001,"L","I5","PF",FALSE,0.552055,0.225579,0,0.194821
2001,"L","I5","TW",FALSE,0,1546.686516,138,1164.456988
2001,"L","I5","US",FALSE,627.835493,580.087799,86.252204,260.882872
2001,"L","I5","VU",FALSE,92.526905,2.774581,0,1.361161
2001,"L","I6","BZ",FALSE,66.209,0.221,0,0
2001,"L","I6","CN",FALSE,203.442,1.212,0,0.04
2001,"L","I6","JP",FALSE,20218.835888,8977.764602,60.218277,2798.930949
2001,"L","I6","TW",FALSE,1286.110714,0,0,0
2001,"L","I6","US",FALSE,63.914335,517.772385,16.188851,20.916453
2001,"L","I7","AU",FALSE,9.135838,12.238813,0,22.440621
2001,"L","I7","BZ",FALSE,312.459,2.314,0,8.929
2001,"L","I7","CN",FALSE,2388.056,0,0,0
2001,"L","I7","FJ",FALSE,173.573387,3.817681,0,10.725381
2001,"L","I7","JP",FALSE,2535.157597,1182.956616,4.936418,704.664951
2001,"L","I7","NZ",FALSE,21.149769,6.484121,0.178191,1.368655
2001,"L","I7","TO",FALSE,190.428532,4.973636,1.755736,8.034807
2001,"L","I7","TW",FALSE,11592.866426,0.38,0,1.45
2001,"L","I7","US",FALSE,0.104879,0,0,0.048919
2001,"L","I7","VU",FALSE,181.02383,0.759547,0,0.636932
2001,"L","I8","BZ",FALSE,2.383,0.098,0,0.17
2001,"L","I8","FJ",FALSE,26.131967,2.137677,0,4.40901
2001,"L","I8","TW",FALSE,31.515,1.272,0,1.32
2001,"L","I8","VU",FALSE,5.008667,0.442325,0,0.183213
2001,"L","I9","TW",FALSE,115.778,2.625,0,3.054
2001,"L","I9","VU",FALSE,1.576578,0,0,0.036643
2001,"L","ID","ID",FALSE,0,844.8,0,3757.8
2001,"L","ID","ID",TRUE,0,3379.2,0,15031.2
2001,"L","ID","TW",FALSE,0,11.173,0,47.922
2001,"L","JP","JP",FALSE,611.869062,1543.392995,0,1390.747994
2001,"L","JT","US",FALSE,339.940988,88.467656,26.962158,59.283062
2001,"L","KI","KI",FALSE,0,0,0,2
2001,"L","LN","CN",FALSE,19.568,1.938,0,1.298
2001,"L","LN","JP",FALSE,19.461013,14.772044,0,63.383981
2001,"L","LN","KR",FALSE,442.637,3799.693,0.045,2606.286
2001,"L","LN","TW",FALSE,0,1.237,0,8.143
