"gr_id","flag_id","fleet_id","yy","mm","mondate","dup_pac","ocean_id","vessel","alb_c","bet_c","skj_c","yft_c","pbf_c","oth_c","bum_c","blm_c","mls_c","swo_c","sfa_c","fal_c","ocs_c","mak_c","bsh_c","thr_c","por_c","ham_c","rhn_c","skj_lo","yft_lo","bet_lo","skj_hi","yft_hi","bet_hi","skj_un","yft_un","bet_un"
"P","PG","  ",1972,1,1972-01-01,TRUE,"SX",0,0,0,11785,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1973,1,1973-01-01,TRUE,"SX",0,0,0,27300,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1974,1,1974-01-01,TRUE,"SX",0,0,0,40214,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1975,1,1975-01-01,TRUE,"SX",0,0,0,15625,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1976,1,1976-01-01,TRUE,"SX",0,0,0,24358,8563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1977,1,1977-01-01,TRUE,"SX",0,0,0,20106,4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1978,1,1978-01-01,TRUE,"SX",0,0,0,45760,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1979,1,1979-01-01,TRUE,"SX",0,0,0,23976,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1980,1,1980-01-01,TRUE,"SX",0,0,0,30976,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1981,1,1981-01-01,TRUE,"SX",0,0,0,27207,4205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1984,1,1984-01-01,TRUE,"SX",0,0,0,2470,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","PG","  ",1985,1,1985-01-01,TRUE,"SX",0,0,0,8370,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1971,1,1971-01-01,TRUE,"SX",0,0,0,4570,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1972,1,1972-01-01,TRUE,"SX",0,0,0,7668,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1973,1,1973-01-01,TRUE,"SX",0,0,0,6318,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1974,1,1974-01-01,TRUE,"SX",0,0,0,10022,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1975,1,1975-01-01,TRUE,"SX",0,0,0,7076,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1976,1,1976-01-01,TRUE,"SX",0,0,0,15523,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1977,1,1977-01-01,TRUE,"SX",0,0,0,11847,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1978,1,1978-01-01,TRUE,"SX",0,0,0,18049,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1979,1,1979-01-01,TRUE,"SX",0,0,0,23497,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1980,1,1980-01-01,TRUE,"SX",0,0,0,21411,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1981,1,1981-01-01,TRUE,"SX",0,0,0,19620,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1982,1,1982-01-01,TRUE,"SX",0,0,0,16464,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1983,1,1983-01-01,TRUE,"SX",0,0,0,27028,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1984,1,1984-01-01,TRUE,"SX",0,0,0,29541,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1985,1,1985-01-01,TRUE,"SX",0,0,0,23744,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1986,1,1986-01-01,TRUE,"SX",0,0,0,36159,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1987,1,1987-01-01,TRUE,"SX",0,0,0,20564,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1988,1,1988-01-01,TRUE,"SX",0,0,0,28613,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1989,1,1989-01-01,TRUE,"SX",0,0,0,23268,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1990,1,1990-01-01,TRUE,"SX",0,0,0,17427,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1991,1,1991-01-01,TRUE,"SX",0,0,0,35240,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1992,1,1992-01-01,TRUE,"SX",0,0,0,18226,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1993,1,1993-01-01,TRUE,"SX",0,0,0,15425,2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1994,1,1994-01-01,TRUE,"SX",0,0,0,19013,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1995,1,1995-01-01,TRUE,"SX",0,0,0,28924,2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1996,1,1996-01-01,TRUE,"SX",0,0,0,19215,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1997,1,1997-01-01,TRUE,"SX",0,0,0,20364,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1998,1,1998-01-01,TRUE,"SX",0,0,0,22089,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",1999,1,1999-01-01,TRUE,"SX",0,0,0,18322,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2000,1,2000-01-01,TRUE,"SX",0,0,0,2632,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2001,1,2001-01-01,TRUE,"SX",0,0,0,3921,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2002,1,2002-01-01,TRUE,"SX",0,0,0,9114,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2003,1,2003-01-01,TRUE,"SX",0,0,0,9779,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2004,1,2004-01-01,TRUE,"SX",0,0,0,6625,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2005,1,2005-01-01,TRUE,"SX",0,0,0,3051,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2006,1,2006-01-01,TRUE,"SX",0,0,0,6224,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2007,1,2007-01-01,TRUE,"SX",0,0,37,3579,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2008,1,2008-01-01,TRUE,"SX",0,0,0,1151,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2010,1,2010-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2011,1,2011-01-01,TRUE,"SX",0,0,0,722,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2012,1,2012-01-01,TRUE,"SX",0,0,0,1877,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2013,1,2013-01-01,TRUE,"SX",0,0,0,1389,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2014,1,2014-01-01,TRUE,"SX",0,0,1,1238,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2015,1,2015-01-01,TRUE,"SX",0,0,0,662,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2016,1,2016-01-01,TRUE,"SX",0,0,0,594,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2017,1,2017-01-01,TRUE,"SX",0,0,0,783,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2018,1,2018-01-01,TRUE,"SX",0,0,0,946,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2019,1,2019-01-01,TRUE,"SX",0,0,0,943,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2020,1,2020-01-01,TRUE,"SX",0,0,0,980,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2021,1,2021-01-01,TRUE,"SX",0,0,0,1053,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","SB","  ",2022,1,2022-01-01,TRUE,"SX",0,0,0,1053,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","TV","  ",1982,1,1982-01-01,TRUE,"SX",0,0,0,163,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","TV","  ",1983,1,1983-01-01,TRUE,"SX",0,0,0,286,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","TV","  ",1984,1,1984-01-01,TRUE,"SX",0,0,0,513,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","TV","  ",1985,1,1985-01-01,TRUE,"SX",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","TV","  ",1986,1,1986-01-01,TRUE,"SX",0,0,0,378,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","TV","  ",1987,1,1987-01-01,TRUE,"SX",0,0,0,542,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","TV","  ",1988,1,1988-01-01,TRUE,"SX",0,0,0,1069,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","TV","  ",1989,1,1989-01-01,TRUE,"SX",0,0,0,142,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","TV","  ",1990,1,1990-01-01,TRUE,"SX",0,0,0,64,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","TV","  ",1991,1,1991-01-01,TRUE,"SX",0,0,0,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","TV","  ",1992,1,1992-01-01,TRUE,"SX",0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1975,1,1975-01-01,TRUE,"SX",0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1978,1,1978-01-01,TRUE,"SX",0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1980,1,1980-01-01,TRUE,"SX",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1981,1,1981-01-01,TRUE,"SX",0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1982,1,1982-01-01,TRUE,"SX",0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1983,1,1983-01-01,TRUE,"SX",0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1984,1,1984-01-01,TRUE,"SX",0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1989,1,1989-01-01,TRUE,"SX",0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1990,1,1990-01-01,TRUE,"SX",0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1991,1,1991-01-01,TRUE,"SX",0,0,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1992,1,1992-01-01,TRUE,"SX",0,0,0,6158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1993,1,1993-01-01,TRUE,"SX",0,0,0,3855,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1994,1,1994-01-01,TRUE,"SX",0,0,0,3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1995,1,1995-01-01,TRUE,"SX",0,0,0,4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1996,1,1996-01-01,TRUE,"SX",0,0,0,1981,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1997,1,1997-01-01,TRUE,"SX",0,0,0,4204,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1998,1,1998-01-01,TRUE,"SX",0,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",1999,1,1999-01-01,TRUE,"SX",0,0,0,4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2000,1,2000-01-01,TRUE,"SX",0,0,0,3953,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2001,1,2001-01-01,TRUE,"SX",0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2002,1,2002-01-01,TRUE,"SX",0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2003,1,2003-01-01,TRUE,"SX",0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2004,1,2004-01-01,TRUE,"SX",0,0,0,166,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2010,1,2010-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2011,1,2011-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2012,1,2012-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2013,1,2013-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2014,1,2014-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2015,1,2015-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2016,1,2016-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2017,1,2017-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2018,1,2018-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2019,1,2019-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2020,1,2020-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2021,1,2021-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","AF",2022,1,2022-01-01,TRUE,"SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","EX",1988,1,1988-01-01,TRUE,"SX",0,0,0,117,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","EX",1989,1,1989-01-01,TRUE,"SX",0,0,0,148,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","EX",1990,1,1990-01-01,TRUE,"SX",0,0,10,3535,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","EX",1991,1,1991-01-01,TRUE,"SX",0,0,136,3775,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","EX",1992,1,1992-01-01,TRUE,"SX",0,0,3,436,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","AU","EX",1993,1,1993-01-01,TRUE,"SX",0,0,0,1310,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",1994,1,1994-01-01,TRUE,"SX",0,0,48,794,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",1995,1,1995-01-01,TRUE,"SX",0,0,452,8475,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",1996,1,1996-01-01,TRUE,"SX",0,0,262,7706,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",1997,1,1997-01-01,TRUE,"SX",0,0,1291,9403,8160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",1998,1,1998-01-01,TRUE,"SX",0,0,2722,28246,19132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",1999,1,1999-01-01,TRUE,"SX",0,0,2020,22590,13691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2000,1,2000-01-01,TRUE,"SX",0,0,2730,43989,20908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2001,1,2001-01-01,TRUE,"SX",0,0,3976,55614,31039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2002,1,2002-01-01,TRUE,"SX",0,0,8810,74805,38892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2003,1,2003-01-01,TRUE,"SX",0,0,7456,102089,54612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2004,1,2004-01-01,TRUE,"SX",0,0,10976,150258,59807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2005,1,2005-01-01,TRUE,"SX",0,0,10347,157121,69807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2006,1,2006-01-01,TRUE,"SX",0,0,9823,162102,66221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2007,1,2007-01-01,TRUE,"SX",0,0,7890,187014,67048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2008,1,2008-01-01,TRUE,"SX",0,0,7236,150508,72682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2009,1,2009-01-01,TRUE,"SX",0,0,7386,143234,61596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2010,1,2010-01-01,TRUE,"SX",0,0,6052,146280,52852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2011,1,2011-01-01,TRUE,"SX",0,0,5605,125905,44808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2012,1,2012-01-01,TRUE,"SX",0,0,7092,158989,70082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2013,1,2013-01-01,TRUE,"SX",0,0,7404,144649,68502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2014,1,2014-01-01,TRUE,"SX",0,0,7347,173192,54342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2015,1,2015-01-01,TRUE,"SX",0,0,6674,153964,53875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2016,1,2016-01-01,TRUE,"SX",0,10,11668,200244,89875,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2017,1,2017-01-01,TRUE,"SX",0,10,8956,180976,116561,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2018,1,2018-01-01,TRUE,"SX",0,17,7821,211695,91983,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2019,1,2019-01-01,TRUE,"SX",0,0,4220,194396,66773,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2020,1,2020-01-01,TRUE,"SX",0,4,2870,109989,85458,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2021,1,2021-01-01,TRUE,"SX",0,7,3447,102389,63498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","PG","  ",2022,1,2022-01-01,TRUE,"SX",0,0,1956,113413,69687,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","SB","  ",1980,1,1980-01-01,TRUE,"SX",0,0,56,497,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","SB","  ",1981,1,1981-01-01,TRUE,"SX",0,0,168,1486,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","SB","  ",1982,1,1982-01-01,TRUE,"SX",0,0,181,1598,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","SB","  ",1983,1,1983-01-01,TRUE,"SX",0,0,317,2800,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","SB","  ",1984,1,1984-01-01,TRUE,"SX",0,0,108,2499,2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","SB","  ",1985,1,1985-01-01,TRUE,"SX",0,0,183,2385,3138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","SB","  ",1986,1,1986-01-01,TRUE,"SX",0,0,150,2594,2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","SB","  ",1987,1,1987-01-01,TRUE,"SX",0,0,320,3535,3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","SB","  ",1988,1,1988-01-01,TRUE,"SX",0,0,419,5303,4989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
