"gr_id","flag_id","fleet_id","yy","mm","mondate","dup_pac","ocean_id","vessel","alb_c","bet_c","skj_c","yft_c","pbf_c","oth_c","bum_c","blm_c","mls_c","swo_c","sfa_c","fal_c","ocs_c","mak_c","bsh_c","thr_c","por_c","ham_c","rhn_c","skj_lo","yft_lo","bet_lo","skj_hi","yft_hi","bet_hi","skj_un","yft_un","bet_un"
"P","JP","DW",1968,1,1968-01-01,TRUE,"NP",0,16597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1961,1,1961-01-01,TRUE,"NP",0,2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1962,1,1962-01-01,TRUE,"NP",0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1963,1,1963-01-01,TRUE,"NP",0,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1964,1,1964-01-01,TRUE,"NP",0,3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1965,1,1965-01-01,TRUE,"NP",0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1966,1,1966-01-01,TRUE,"NP",0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1967,1,1967-01-01,TRUE,"NP",0,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1968,1,1968-01-01,TRUE,"NP",0,4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1969,1,1969-01-01,TRUE,"NP",0,2996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1970,1,1970-01-01,TRUE,"NP",0,4416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1971,1,1971-01-01,TRUE,"NP",0,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1972,1,1972-01-01,TRUE,"NP",0,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1973,1,1973-01-01,TRUE,"NP",0,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1974,1,1974-01-01,TRUE,"NP",0,4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1975,1,1975-01-01,TRUE,"NP",0,3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1976,1,1976-01-01,TRUE,"NP",0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1977,1,1977-01-01,TRUE,"NP",0,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1978,1,1978-01-01,TRUE,"NP",0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1979,1,1979-01-01,TRUE,"NP",0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1980,1,1980-01-01,TRUE,"NP",0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1981,1,1981-01-01,TRUE,"NP",0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1982,1,1982-01-01,TRUE,"NP",0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1983,1,1983-01-01,TRUE,"NP",0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1984,1,1984-01-01,TRUE,"NP",0,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1985,1,1985-01-01,TRUE,"NP",0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1986,1,1986-01-01,TRUE,"NP",0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1987,1,1987-01-01,TRUE,"NP",0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1988,1,1988-01-01,TRUE,"NP",0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1989,1,1989-01-01,TRUE,"NP",0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1990,1,1990-01-01,TRUE,"NP",0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1995,1,1995-01-01,TRUE,"NP",0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1996,1,1996-01-01,TRUE,"NP",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1997,1,1997-01-01,TRUE,"NP",0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1998,1,1998-01-01,TRUE,"NP",0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",1999,1,1999-01-01,TRUE,"NP",0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2000,1,2000-01-01,TRUE,"NP",0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2001,1,2001-01-01,TRUE,"NP",0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2002,1,2002-01-01,TRUE,"NP",0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2003,1,2003-01-01,TRUE,"NP",0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2004,1,2004-01-01,TRUE,"NP",0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2005,1,2005-01-01,TRUE,"NP",0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2006,1,2006-01-01,TRUE,"NP",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2007,1,2007-01-01,TRUE,"NP",0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","US","  ",1991,1,1991-01-01,TRUE,"NP",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","US","  ",1994,1,1994-01-01,TRUE,"NP",0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","US","  ",1984,1,1984-01-01,TRUE,"NP",0,3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","US","  ",1990,1,1990-01-01,TRUE,"NP",0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","US","  ",1996,1,1996-01-01,TRUE,"NP",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","US","  ",1997,1,1997-01-01,TRUE,"NP",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","US","  ",1998,1,1998-01-01,TRUE,"NP",0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","US","  ",1999,1,1999-01-01,TRUE,"NP",0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","US","  ",2000,1,2000-01-01,TRUE,"NP",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","US","  ",2001,1,2001-01-01,TRUE,"NP",0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","US","  ",2002,1,2002-01-01,TRUE,"NP",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","US","  ",2003,1,2003-01-01,TRUE,"NP",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","US","  ",2004,1,2004-01-01,TRUE,"NP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","US","  ",2005,1,2005-01-01,TRUE,"NP",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",1996,1,1996-01-01,TRUE,"NP",0,1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",1997,1,1997-01-01,TRUE,"NP",0,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",1998,1,1998-01-01,TRUE,"NP",0,5871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",1999,1,1999-01-01,TRUE,"NP",0,6307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2000,1,2000-01-01,TRUE,"NP",0,3654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2001,1,2001-01-01,TRUE,"NP",0,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2002,1,2002-01-01,TRUE,"NP",0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2003,1,2003-01-01,TRUE,"NP",0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2004,1,2004-01-01,TRUE,"NP",0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2005,1,2005-01-01,TRUE,"NP",0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2006,1,2006-01-01,TRUE,"NP",0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2007,1,2007-01-01,TRUE,"NP",0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",1996,1,1996-01-01,TRUE,"NP",0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",1997,1,1997-01-01,TRUE,"NP",0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",1998,1,1998-01-01,TRUE,"NP",0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",1999,1,1999-01-01,TRUE,"NP",0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2000,1,2000-01-01,TRUE,"NP",0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2001,1,2001-01-01,TRUE,"NP",0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2002,1,2002-01-01,TRUE,"NP",0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2003,1,2003-01-01,TRUE,"NP",0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2004,1,2004-01-01,TRUE,"NP",0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2005,1,2005-01-01,TRUE,"NP",0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2006,1,2006-01-01,TRUE,"NP",0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2007,1,2007-01-01,TRUE,"NP",0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",1994,1,1994-01-01,TRUE,"NP",0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",1995,1,1995-01-01,TRUE,"NP",0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","JP","  ",2008,1,2008-01-01,TRUE,"NP",0,1531,0,0,0,276,0,0,0,1302,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","US","  ",2008,1,2008-01-01,TRUE,"NP",0,1,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2008,1,2008-01-01,TRUE,"SP",0,15362,0,0,0,0,0,0,0,492,2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","ES","  ",2008,1,2008-01-01,TRUE,"SP",0,0,0,0,0,0,0,0,0,1,7847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","US","  ",2008,1,2008-01-01,TRUE,"NP",0,11761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",2008,1,2008-01-01,TRUE,"NP",0,5415,0,0,0,19,0,0,0,390,4402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",2008,1,2008-01-01,TRUE,"SP",0,3034,0,0,0,8,0,0,0,470,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",2008,1,2008-01-01,TRUE,"NP",0,538,0,0,0,0,0,0,0,67,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",2008,1,2008-01-01,TRUE,"SP",0,1500,0,0,0,1,0,0,0,82,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","US","  ",2008,1,2008-01-01,TRUE,"NP",0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2008,1,2008-01-01,TRUE,"NP",0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",2008,1,2008-01-01,TRUE,"NP",0,2490,0,0,0,0,0,0,0,78,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",2008,1,2008-01-01,TRUE,"SP",0,3071,0,0,0,0,0,0,0,184,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OS",2008,1,2008-01-01,TRUE,"SP",0,4838,0,0,0,0,0,0,0,56,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2008,1,2008-01-01,TRUE,"NP",0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2008,1,2008-01-01,TRUE,"SP",0,7034,0,0,0,0,0,0,0,128,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","MX","  ",2008,1,2008-01-01,TRUE,"NP",0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",2008,1,2008-01-01,TRUE,"NP",0,19025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","DW",2008,1,2008-01-01,TRUE,"NP",0,824,0,0,0,10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CA","  ",2008,1,2008-01-01,TRUE,"NP",0,5464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2008,1,2008-01-01,TRUE,"NP",0,2806,0,0,0,0,0,0,0,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","US","  ",2008,1,2008-01-01,TRUE,"SP",0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CK","  ",2004,1,2004-01-01,TRUE,"NP",0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CK","  ",2005,1,2005-01-01,TRUE,"NP",0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CK","  ",2006,1,2006-01-01,TRUE,"NP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CK","  ",2007,1,2007-01-01,TRUE,"NP",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","ES","  ",2004,1,2004-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","ES","  ",2005,1,2005-01-01,TRUE,"NP",0,5,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","ES","  ",2006,1,2006-01-01,TRUE,"NP",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2006,1,2006-01-01,TRUE,"NP",0,5317,0,0,0,0,0,0,0,48,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2004,1,2004-01-01,TRUE,"NP",0,4539,0,0,0,0,0,0,0,71,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2005,1,2005-01-01,TRUE,"NP",0,4168,0,0,0,0,0,0,0,78,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","JP","  ",2009,1,2009-01-01,TRUE,"NP",0,149,0,0,0,103,0,0,0,821,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","CA","  ",2009,1,2009-01-01,TRUE,"NP",0,5692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","US","  ",2009,1,2009-01-01,TRUE,"NP",0,12938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","JP","DW",2009,1,2009-01-01,TRUE,"NP",0,31081,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S","JP","DW",2009,1,2009-01-01,TRUE,"NP",0,2064,0,0,0,8077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","CN","  ",2009,1,2009-01-01,TRUE,"SP",0,21900,0,0,0,0,0,0,0,328,2197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","JP","DW",2009,1,2009-01-01,TRUE,"NP",0,3820,0,0,0,8,0,0,0,166,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","KR","  ",2009,1,2009-01-01,TRUE,"NP",0,216,0,0,0,0,0,0,0,54,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","DW",2009,1,2009-01-01,TRUE,"NP",0,1866,0,0,0,0,0,0,0,37,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","TW","OS",2009,1,2009-01-01,TRUE,"SP",0,7776,0,0,0,0,0,0,0,122,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","VU","  ",2009,1,2009-01-01,TRUE,"SP",0,12075,0,0,0,0,0,0,0,128,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","ES","  ",2009,1,2009-01-01,TRUE,"SP",0,0,0,0,0,0,0,0,0,1,9058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","MX","  ",2009,1,2009-01-01,TRUE,"NP",0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","NP","  ",2009,1,2009-01-01,TRUE,"NP",0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","NP","  ",2009,1,2009-01-01,TRUE,"NP",0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P","US","  ",2009,1,2009-01-01,TRUE,"NP",0,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G","US","  ",2009,1,2009-01-01,TRUE,"NP",0,3,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O","US","  ",2009,1,2009-01-01,TRUE,"NP",0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T","US","  ",2009,1,2009-01-01,TRUE,"SP",0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1950,1,1950-01-01,TRUE,"NP",0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1951,1,1951-01-01,TRUE,"NP",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1952,1,1952-01-01,TRUE,"NP",0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1953,1,1953-01-01,TRUE,"NP",0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1954,1,1954-01-01,TRUE,"NP",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1955,1,1955-01-01,TRUE,"NP",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1956,1,1956-01-01,TRUE,"NP",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1957,1,1957-01-01,TRUE,"NP",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1958,1,1958-01-01,TRUE,"NP",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1959,1,1959-01-01,TRUE,"NP",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1960,1,1960-01-01,TRUE,"NP",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1961,1,1961-01-01,TRUE,"NP",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1962,1,1962-01-01,TRUE,"NP",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1963,1,1963-01-01,TRUE,"NP",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1964,1,1964-01-01,TRUE,"NP",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1965,1,1965-01-01,TRUE,"NP",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1966,1,1966-01-01,TRUE,"NP",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1967,1,1967-01-01,TRUE,"NP",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1968,1,1968-01-01,TRUE,"NP",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1969,1,1969-01-01,TRUE,"NP",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1970,1,1970-01-01,TRUE,"NP",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L","US","HW",1971,1,1971-01-01,TRUE,"NP",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
